Groups	AN	Species
metazoans_mit	KM272749.1	Caprimulgus indicus
metazoans_mit	KM359148.1	Eremias velox partial genome
metazoans_mit	KM364982.1	Rhinoptera steindachneri partial genome*
metazoans_mit	KM364985.1	Myliobatis californica partial genome*
metazoans_mit	KM364989.1	Mobula kuhlii partial genome*
metazoans_mit	KM364990.1	Mobula munkiana partial genome*
metazoans_mit	KM364992.1	Mobula rochebrunei partial genome*
metazoans_mit	KM373200.1	Macoma balthica partial genome
metazoans_mit	KM395814.1	Ostrinia penitalis partial genome
metazoans_mit	KM611476.1	Deroptyus accipitrinus partial genome
metazoans_mit	KM611479.1	Pionites leucogaster partial genome
metazoans_mit	KM611480.1	Tanygnathus lucionensis partial genome
metazoans_mit	KM881676.1	Hippidion sp. partial genome
metazoans_mit	KM881678.1	Hippidion principale partial genome
metazoans_mit	KM881679.1	Hippidion saldiasi partial genome
metazoans_mit	KM893423.1	Sotalia fluviatilis
metazoans_mit	KM893424.1	Sotalia guianensis
metazoans_mit	KM893425.1	Stenella frontalis
metazoans_mit	KM893427.1	Orcaella brevirostris
metazoans_mit	KM923891.1	Phrixothrix hirtus partial genome
metazoans_mit	KP026254.1	Odontotermes formosanus partial genome
metazoans_mit	KP026255.1	Sinocapritermes mushae partial genome
metazoans_mit	KP026256.1	Prorhinotermes canalifrons partial genome
metazoans_mit	KP026257.1	Glyptotermes satsumensis partial genome
metazoans_mit	KP026258.1	Dolichorhinotermes longilabius partial genome
metazoans_mit	KP026260.1	Nasutitermes takasagoensis partial genome
metazoans_mit	KP026261.1	Nasutitermes nr. perparvus partial genome
metazoans_mit	KP026263.1	Glyptotermes sp. partial genome
metazoans_mit	KP026264.1	Serritermes serrifer partial genome
metazoans_mit	KP026265.1	Cubitermes fungifaber partial genome
metazoans_mit	KP026266.1	Promirotermes redundans partial genome
metazoans_mit	KP026267.1	Ancistrotermes pakistanicus partial genome
metazoans_mit	KP026270.1	Synacanthotermes sp. partial genome
metazoans_mit	KP026271.1	Duplidentitermes sp. partial genome
metazoans_mit	KP026273.1	Procubitermes arboricola partial genome
metazoans_mit	KP026276.1	Leptomyxotermes doriae partial genome
metazoans_mit	KP026278.1	Pericapritermes nigerianus partial genome
metazoans_mit	KP026280.1	Acanthotermes acanthothorax partial genome
metazoans_mit	KP026281.1	Basidentitermes aurivillii partial genome
metazoans_mit	KP026283.1	Cryptotermes secundus partial genome
metazoans_mit	KP026284.1	Rugitermes sp. partial genome
metazoans_mit	KP026285.1	Caetetermes taquarussu partial genome
metazoans_mit	KP026286.1	Neocapritermes araguaia partial genome
metazoans_mit	KP026288.1	Silvestritermes holmgreni partial genome
metazoans_mit	KP026289.1	Orthognathotermes aduncus partial genome
metazoans_mit	KP026290.1	Constrictotermes cavifrons partial genome
metazoans_mit	KP026291.1	Glossotermes occulatus partial genome
metazoans_mit	KP026293.1	Syntermes spinosus partial genome
metazoans_mit	KP026295.1	Parrhinotermes browni partial genome
metazoans_mit	KP026296.1	Nasutitermes bikpelanus partial genome
metazoans_mit	KP026297.1	Microcerotermes biroi partial genome
metazoans_mit	KP026298.1	Termitogeton planus partial genome
metazoans_mit	KP026299.1	Neotermes sp. partial genome
metazoans_mit	KP090060.2	Phagocata gracilis
metazoans_mit	KP264629.1	Nothancyla verreauxi partial genome
metazoans_mit	KP264630.1	Nothochrysa sp. partial genome
metazoans_mit	KP455290.1	Sericostoma personatum partial genome
metazoans_mit	KP455291.1	Thremma gallicum partial genome
metazoans_mit	KP641133.1	Liposcelis nr. bostrychophila non-distorter sexual minichromosome_ND4
metazoans_mit	KP642637.1	Mesocapnia arizonensis partial genome
metazoans_mit	KP657691.1	Liposcelis nr. bostrychophila non-distorter sexual minichromosome_ATP6
metazoans_mit	KP657692.1	Liposcelis nr. bostrychophila non-distorter sexual minichromosome_16S
metazoans_mit	KP657694.1	Liposcelis nr. Bostrychophila non-distorter sexual minichromosome_ND6
metazoans_mit	KP657697.1	Liposcelis nr. bostrychophila distorter sexual minichromosome_12S
metazoans_mit	KP671844.1	Liposcelis nr. bostrychophila distorter sexual minichromosome_ND4
metazoans_mit	KP722567.1	Thripsaphis sp. partial genome
metazoans_mit	KP722568.1	Takecallis arundinariae partial genome
metazoans_mit	KP722569.1	Saltusaphis sp. partial genome
metazoans_mit	KP722570.1	Phyllaphis fagi partial genome
metazoans_mit	KP722571.1	Phloeomyzus passerinii partial genome
metazoans_mit	KP722572.1	Periphyllus koelreuteriae partial genome
metazoans_mit	KP722573.1	Eucallipterus tiliae partial genome
metazoans_mit	KP722574.1	Neothoracaphis yanonis partial genome
metazoans_mit	KP722577.1	Macropodaphis sp. partial genome
metazoans_mit	KP722578.1	Kurisakia onigurumii partial genome
metazoans_mit	KP722579.1	Kaburagia rhusicola partial genome
metazoans_mit	KP722580.1	Greenidea kuwanai partial genome
metazoans_mit	KP722583.1	Cinara tujafilina partial genome
metazoans_mit	KP722584.1	Chaitophorus saliniger partial genome
metazoans_mit	KP722585.1	Chaetosiphella stipae partial genome
metazoans_mit	KP722586.1	Ceratovacuna lanigera partial genome
metazoans_mit	KP722588.1	Anoecia fulviabdominalis partial genome
metazoans_mit	KP722589.1	Adelges laricis partial genome
metazoans_mit	KP722590.1	Aiceona himalaica partial genome
metazoans_mit	KP728257.1	Xenophrys omeimontis partial genome
metazoans_mit	KP861632.1	Chrysomya pacifica partial genome
metazoans_mit	KP893332.1	Tyto longimembris partial genome
metazoans_mit	KP899760.1	Sagitta setosa partial genome
metazoans_mit	KP899784.1	Sagitta elegans partial genome
metazoans_mit	KP901268.1	Delia platura partial genome
metazoans_mit	KP901269.1	Euryomma sp. partial genome
metazoans_mit	KR013001.1	Trachelipus rathkei partial genome
metazoans_mit	KR013002.1	Cylisticus convexus partial genome
metazoans_mit	KR047789.1	Chromatomyia horticola partial genome
metazoans_mit	KR051004.1	Halcurias pilatus partial genome
metazoans_mit	KR051005.1	Isactinernus quadrilobatus partial genome
metazoans_mit	KR051009.1	Synhalcurias elegans partial genome
metazoans_mit	KR052468.1	Polistes jokahamae partial genome
metazoans_mit	KR063274.1	Aleurodicus dispersus partial genome
metazoans_mit	KR088971.1	Styloperla sp. partial genome
metazoans_mit	KR270640.1	Telenomus dignus partial genome
metazoans_mit	KR270641.1	Ettchellsia sinica partial genome
metazoans_mit	KR270642.1	Foenatopus ruficollis partial genome
metazoans_mit	KR270644.1	Megaspilidae sp. partial genome
metazoans_mit	KR349313.1	Telmatobufo australis
metazoans_mit	KR559270.1	Amolops tuberodepressus partial genome
metazoans_mit	KR703581.1	Tenthredo tienmushana partial genome
metazoans_mit	KR703582.1	Asiemphytus rufocephalus partial genome
metazoans_mit	KT008005.1	Echinostoma paraensei partial genome
metazoans_mit	KT225292.1	Chrysops silvifacies partial genome
metazoans_mit	KT225293.1	Dialysis sp. partial genome
metazoans_mit	KT225294.1	Dolichopus bigeniculatus partial genome
metazoans_mit	KT225295.1	Heleodromia immaculata partial genome
metazoans_mit	KT225296.1	Leptogaster longicauda partial genome
metazoans_mit	KT225298.1	Rhagio sp. partial genome
metazoans_mit	KT225299.1	Rhamphomyia insignis partial genome
metazoans_mit	KT225300.1	Satanas sp. partial genome
metazoans_mit	KT225301.1	Suragina sp. partial genome
metazoans_mit	KT225302.1	Xylomya moiwana partial genome
metazoans_mit	KT232257.1	Polyura schreiber partial genome
metazoans_mit	KT276222.1	Scolia bicincta partial genome
metazoans_mit	KT346366.1	Megachile strupigera partial genome
metazoans_mit	KT371358.1	Telchinia jodutta
metazoans_mit	KT371360.1	Telchinia acerata
metazoans_mit	KT371362.1	Telchinia circeis
metazoans_mit	KT371363.1	Telchinia pharsalus
metazoans_mit	KT371364.1	Telchinia bonasia
metazoans_mit	KT371367.1	Telchinia penelope
metazoans_mit	KT371368.1	Acraea epaea
metazoans_mit	KT371369.1	Telchinia perenna
metazoans_mit	KT371370.1	Telchinia lycoa
metazoans_mit	KT371371.1	Telchinia polis
metazoans_mit	KT371372.1	Telchinia serena
metazoans_mit	KT371374.1	Telchinia parrhasia
metazoans_mit	KT371376.1	Telchinia kalinzu
metazoans_mit	KT425067.1	Semidalis aleyrodiformis partial genome
metazoans_mit	KT425071.1	Nallachius americanus partial genome
metazoans_mit	KT425072.1	Fontecilla graphicus partial genome
metazoans_mit	KT425073.1	Dilar sp. partial genome
metazoans_mit	KT425074.1	Nevrorthus apatelios partial genome
metazoans_mit	KT425075.1	Micromus sp. partial genome
metazoans_mit	KT425076.1	Nipponeurorthus fuscinervis partial genome
metazoans_mit	KT425077.1	Heterosmylus sp. partial genome
metazoans_mit	KT425078.1	Coniopteryx sp. partial genome
metazoans_mit	KT425079.1	Nemoptera coa partial genome
metazoans_mit	KT425081.1	Stenobiella sp. partial genome
metazoans_mit	KT425082.1	Psychopsis coelivaga partial genome
metazoans_mit	KT425085.1	Inocellia fujiana partial genome
metazoans_mit	KT425087.1	Drepanepteryx phalaenoides partial genome
metazoans_mit	KT425088.1	Climacia areolaris partial genome
metazoans_mit	KT425089.1	Myiodactylus osmyloides partial genome
metazoans_mit	KT425091.1	Podallea sp. partial genome
metazoans_mit	KT425092.1	Mucroberotha vesicaria partial genome
metazoans_mit	KT425093.1	Xanthostigma gobicola partial genome
metazoans_mit	KT626611.1	Phalacrocorax brasilianus
metazoans_mit	KT808466.1	Hycleus chodschenticus partial genome
metazoans_mit	KT809320.1	Rathkea octopunctata partial genome
metazoans_mit	KT809321.1	Melicertum octocostatum partial genome
metazoans_mit	KT809322.1	Ptychogena lactea partial genome
metazoans_mit	KT809323.1	Cladonema pacificum partial genome
metazoans_mit	KT809324.1	Catablema vesicarium partial genome
metazoans_mit	KT809325.1	Leuckartiara octona partial genome
metazoans_mit	KT809326.1	Tiaropsis multicirrata partial genome
metazoans_mit	KT809327.1	Liriope tetraphylla partial genome
metazoans_mit	KT809329.1	Proboscidactyla flavicirrata partial genome
metazoans_mit	KT809330.1	Euphysa aurata partial genome
metazoans_mit	KT809331.1	Geryonia proboscidalis partial genome
metazoans_mit	KT809332.1	Staurostoma mertensii partial genome
metazoans_mit	KT809333.1	Sarsia tubulosa partial genome
metazoans_mit	KT809334.1	Plotocnide borealis partial genome
metazoans_mit	KT809336.1	Eudendrium capillare partial genome
metazoans_mit	KT809337.1	Halitholus cirratus partial genome
metazoans_mit	KT818830.1	Ferosagitta ferox
metazoans_mit	KU042041.1	Longpotamon xiushuiense partial genome
metazoans_mit	KU094576.1	Meleagris ocellata partial genome
metazoans_mit	KU558990.1	Hirondellea gigas contig 1 partial genome
metazoans_mit	KU558991.1	Hirondellea gigas contig 2 partial genome
metazoans_mit	KU585904.1	Eremias grammica partial genome
metazoans_mit	KU710349.1	Mitrocomella polydiademata partial genome
metazoans_mit	KX033358.1	Papilio dardanus dardanus
metazoans_mit	KX066374.1	Eurytoma sp. partial genome 1
metazoans_mit	KX091846.1	Agnetina aequalis partial genome
metazoans_mit	KX091847.1	Amphinemura sp. partial genome
metazoans_mit	KX091848.1	Aposthonia borneensis partial genome
metazoans_mit	KX091849.1	Bittacus planus partial genome
metazoans_mit	KX091853.1	Eudohrnia metallica partial genome
metazoans_mit	KX091861.1	Paratimomenus flavocapitatus partial genome
metazoans_mit	KX091864.1	Rhombodera latipronotum partial genome
metazoans_mit	KX132084.1	Propylea sp. partial genome
metazoans_mit	KX132085.1	Calvia championorum partial genome
metazoans_mit	KX187004.1	Stenopsocus immaculatus partial genome
metazoans_mit	KX189345.1	Anthus hodgsoni partial genome
metazoans_mit	KX233864.1	Amolops hongkongensis partial genome
metazoans_mit	KX245144.1	Corvus ruficollis partial genome
metazoans_mit	KX263250.1	Conus venulatus partial genome
metazoans_mit	KX263253.1	Conus nobilis partial genome
metazoans_mit	KX263254.1	Conasprella wakayamaensis partial genome
metazoans_mit	KX263255.1	Lilliconus sagei partial genome
metazoans_mit	KX263256.1	Profundiconus teramachii partial genome
metazoans_mit	KX263257.1	Pygmaeconus traillii partial genome
metazoans_mit	KX263259.1	Tomopleura sp. partial genome
metazoans_mit	KX263260.1	Glyphostoma sp. partial genome
metazoans_mit	KX279347.1	Astacus astacus partial genome
metazoans_mit	KX279349.1	Astacus leptodactylus partial genome
metazoans_mit	KX341962.1	Acanthogammarus victorii partial genome
metazoans_mit	KX341963.1	Crypturopus tuberculatus partial genome
metazoans_mit	KX341965.1	Garjajewia cabanisii partial genome
metazoans_mit	KX341967.1	Linevichella vortex partial genome
metazoans_mit	KX343003.1	Cardus crucifer
metazoans_mit	KX352261.1	Scutiger liupanensis partial genome
metazoans_mit	KX355212.1	Macrocheraia grandis partial genome
metazoans_mit	KX364936.1	Brachionus rotundiformis chromosome I
metazoans_mit	KX364937.1	Brachionus rotundiformis chromosome II
metazoans_mit	KX369033.1	Xenicus gilviventris partial genome
metazoans_mit	KX369034.1	Traversia lyalli partial genome
metazoans_mit	KX369035.1	Xenicus longipes partial genome
metazoans_mit	KX369036.1	Pachyplichas yaldwyni partial genome
metazoans_mit	KX372558.1	Celyphus obtectus partial genome
metazoans_mit	KX372560.1	Chamaemyia juncorum partial genome
metazoans_mit	KX434812.1	Camelomantis moultoni partial genome
metazoans_mit	KX434820.1	Iris polystictica partial genome
metazoans_mit	KX434845.1	Haania vitalisi partial genome
metazoans_mit	KX434856.1	Otomantis sp. partial genome
metazoans_mit	KX434863.1	Polyspilota griffinii partial genome
metazoans_mit	KX451359.1	Bison bison bison partial genome
metazoans_mit	KX451363.1	Bison bison athabascae partial genome
metazoans_mit	KX494104.1	Xylocopa appendiculata partial genome
metazoans_mit	KX494105.1	Sceliphron madraspatanum partial genome
metazoans_mit	KX494106.1	Osmia excavata partial genome
metazoans_mit	KX494107.1	Lasioglossum sp. partial genome
metazoans_mit	KX494108.1	Eucera floralia partial genome
metazoans_mit	KX494109.1	Cerceris sp. partial genome
metazoans_mit	KX494110.1	Ampulex compressa partial genome
metazoans_mit	KX584357.1	Auplopus sp. partial genome
metazoans_mit	KX645666.1	Amolops chunganensis partial genome
metazoans_mit	KX657686.1	Sepiadarium austrinum
metazoans_mit	KX669267.1	Equus asinus africanus partial genome
metazoans_mit	KX712146.1	Mammuthus sp. partial genome
metazoans_mit	KX758608.1	Octostruma stenognatha
metazoans_mit	KX902237.1	Pterocles gutturalis partial genome
metazoans_mit	KX902238.1	Pezophaps solitaria partial genome
metazoans_mit	KX902241.1	Otidiphaps nobilis partial genome
metazoans_mit	KX943331.1	Calomicrus fallax partial genome
metazoans_mit	KX943332.1	Longitarsus lycopi contig 2
metazoans_mit	KX943333.1	Oulema erichsonii contig 3
metazoans_mit	KX943335.1	Neocrepidodera transversa contig 2
metazoans_mit	KX943336.1	Cryptocephalus pusillus contig 1
metazoans_mit	KX943337.1	Altica ampelophaga partial genome
metazoans_mit	KX943338.1	Phratora vitellinae partial genome
metazoans_mit	KX943339.1	Altica oleracea partial genome
metazoans_mit	KX943340.1	Chrysolina polita 1
metazoans_mit	KX943342.1	Oulema erichsonii contig 2
metazoans_mit	KX943343.1	Crepidodera aurata partial genome
metazoans_mit	KX943344.1	Gonioctena olivacea contig 2
metazoans_mit	KX943346.1	Podagrica fuscipes contig 2
metazoans_mit	KX943348.1	Chrysolina vernalis partial genome
metazoans_mit	KX943350.1	Podagrica fuscipes contig 1
metazoans_mit	KX943351.1	Neocrepidodera ferruginea contig 1
metazoans_mit	KX943352.1	Hypocassida subferruginea partial genome
metazoans_mit	KX943353.1	Aphthona sp. partial genome
metazoans_mit	KX943354.1	Gonioctena leprieuri partial genome
metazoans_mit	KX943355.1	Psylliodes affinis partial genome
metazoans_mit	KX943356.1	Psylliodes gougeleti partial genome
metazoans_mit	KX943357.1	Longitarsus aeneus partial genome
metazoans_mit	KX943358.1	Chaetocnema hortensis partial genome
metazoans_mit	KX943359.1	Longitarsus dorsalis partial genome
metazoans_mit	KX943360.1	Longitarsus pratensis partial genome
metazoans_mit	KX943361.1	Aphthona lutescens partial genome
metazoans_mit	KX943362.1	Psylliodes thlaspis partial genome
metazoans_mit	KX943363.1	Longitarsus atricillus partial genome
metazoans_mit	KX943364.1	Longitarsus luridus partial genome
metazoans_mit	KX943365.1	Aphthona melancholica partial genome
metazoans_mit	KX943366.1	Gastrophysa janthina partial genome
metazoans_mit	KX943367.1	Altica palustris partial genome
metazoans_mit	KX943368.1	Cryptocephalus celtibericus partial genome
metazoans_mit	KX943369.1	Hydrothassa glabra contig 2
metazoans_mit	KX943370.1	Chrysolina hyperici partial genome
metazoans_mit	KX943371.1	Cassida denticollis partial genome
metazoans_mit	KX943374.1	Chrysolina polita 2
metazoans_mit	KX943375.1	Neocrepidodera transversa contig 3
metazoans_mit	KX943376.1	Calomicrus circumfusus partial genome
metazoans_mit	KX943377.1	Pachybrachis regius partial genome
metazoans_mit	KX943378.1	Cryptocephalus octoguttatus partial genome
metazoans_mit	KX943379.1	Oulema melanopus contig 2
metazoans_mit	KX943380.1	Oulema melanopus contig 1
metazoans_mit	KX943381.1	Colaspidea globosa 2
metazoans_mit	KX943383.1	Longitarsus ordinatus partial genome
metazoans_mit	KX943390.1	Oulema erichsonii contig 1
metazoans_mit	KX943391.1	Longitarsus parvulus contig 2
metazoans_mit	KX943394.1	Cryptocephalus androgyne contig 1
metazoans_mit	KX943395.1	Dibolia occultans contig 1
metazoans_mit	KX943397.1	Neocrepidodera ferruginea contig 2
metazoans_mit	KX943398.1	Altica brevicollis partial genome
metazoans_mit	KX943400.1	Cryptocephalus pusillus contig 2
metazoans_mit	KX943401.1	Oulema gallaeciana partial genome
metazoans_mit	KX943402.1	Longitarsus lycopi contig 1
metazoans_mit	KX943403.1	Oreina alpestris partial genome
metazoans_mit	KX943404.1	Longitarsus parvulus contig 1
metazoans_mit	KX943405.1	Neocrepidodera transversa contig 1
metazoans_mit	KX943406.1	Pachybrachis terminalis partial genome
metazoans_mit	KX943408.1	Chaetocnema depressa partial genome
metazoans_mit	KX943409.1	Aphthona euphorbiae partial genome
metazoans_mit	KX943410.1	Exosoma lusitanicum partial genome
metazoans_mit	KX943412.1	Cassida rubiginosa partial genome
metazoans_mit	KX943413.1	Chrysolina herbacea partial genome
metazoans_mit	KX943414.1	Podagrica fuscicornis partial genome
metazoans_mit	KX943415.1	Chrysolina bankii partial genome
metazoans_mit	KX943416.1	Linaeidea aenea partial genome
metazoans_mit	KX943417.1	Lachnaia tristigma partial genome
metazoans_mit	KX943418.1	Longitarsus exsoletus partial genome
metazoans_mit	KX943419.1	Pachybrachis sp. partial genome
metazoans_mit	KX943420.1	Gonioctena aegrota partial genome
metazoans_mit	KX943421.1	Psylliodes fusiformis partial genome
